ID,Title,Creator,Tags,Published Time,Duration,Description,View Count,Like Count,Like Rate,Comment Count,Error,YouTube Links,Archive URL
omoOLhDdTPA,Audio Adrenaline - Big House,Timothy Everts,"['Christian', 'God', 'Hard', 'Rock', 'Pop', 'Metal', 'Jesus', 'Christ', 'Salvation', 'Redemption', 'Heaven', 'Hell', 'Satan', 'Sin', 'Born', 'Again', 'Saved', 'Grave', 'Cross']",2007-09-19T03:55:34Z,PT3M41S,Audio Adrenaline - Big House Music Video,1371256,6882,,249,,https://www.youtube.com/watch?v=omoOLhDdTPA,https://archive.org/details/youtube-omoOLhDdTPA
a0sGT7_aZdI,Matthew Aliuk: Eskimo in Two Worlds by Bert Salzman / Film,rosaryfilms,"['eskimo', 'eskimos', 'native', 'american', 'indian', 'indians', 'americans', 'heritage', 'tradition', 'culture', 'contemporary', 'society', 'tribes', 'tribal', 'US', 'Bert', 'Salzman', 'films', 'collection', 'educational', 'videos', 'film', 'video', 'academy', 'award', 'awards', 'winner', 'winners', 'short', 'friendship', 'family', 'life', 'relationship', 'story', 'Radio', 'City', 'Music', 'Hall', 'New', 'York', 'winning', 'education', 'human', 'career', 'scholar', 'scholarly', 'scholastic', 'school', 'college', 'friendly', 'viewing', 'movie', 'moral', 'morals', 'ethics', 'ethical', 'oscar', 'ethnic', 'awareness', 'entertainment', 'entertaining']",2007-09-19T03:57:18Z,PT18M31S,"Matthew Aliuk: Eskimo in Two Worlds (1973) by Bert Salzman. Matthew's Uncle Isak comes to visit the family in Anchorage after undergoing harsh and unfruitful hunting conditions in the North. Uncle Isak's challenges in dealing with a more structured urban environment presents a problem for he and family. The story is poignant especially when told by the real native American Eskimo's in the film; at these times the faces of the narrators reveal their sorrow and unease even more than their words. Matthew unselfishly helps his uncle reclaim his lost dignity. A very moving story! And a model for young people. Awards: Midwest Film Festival Merit Award; Alaska Council of Arts Award. Director: Bert Salzman; Producer: Bert Salzman. 

Dear Friends,
The Bert Salzman collection of classic 16mm educational films have recently been saved from extinction and are now available for viewing on the Internet Archive. Link: http://www.archive.org/search.php?que...

The films originally made in the early 1970's as human values films for social study classes include the (Academy Award winner Angel And Big Joe and Geronimo Jones (which premiered at the famous Radio City Music Hall in New York City). In his films Bert Salzman tries to instill hope and love into the hearts of young people. His message always was: ""Have hope, go deep into your self; You are more than you think you are!"".

The Internet Academic Archive is now hosting all of the Bert Salzman Collection and links to the entire collection can be found below. If you enjoy these films please forward this letter to your friends especially educators. From the beginning It has always been Bert's dream, his goal- that his films find their way into every school in this very troubled world and perhaps change it for the better-even in a small way. Bert thanks you in advance for your help in achieving this goal.

Origin Of films: ***
The early to mid-1970s were truly heady times for the educational film world. Fueled by the Johnson administration's ""Great Society"" philosophy, educational programs embraced themes of ethnic awareness and diversity, and school districts nationwide began demanding professional quality 16mm films that both encouraged and provoked classroom discussion. Learning Corporation of America, was a prime source for these types of films, and the maker of several of its most profound and dynamic films was Bert Salzman. Salzman was already a successful artist before embarking on a career as a filmmaker. In 1970, Linda Gottlieb of LCA asked him to choose three ethnic groups as focal points for his first LCA films. The films he did for LCA eventually ran to eight, including Oscar-winning Angel & Big Joe. Salzman infused each of these films which he wrote and directed with elements essential to great film of any genre: pathos, passion, and humor. Posted with permission from Bert Salzman.",2235,5,,6,,https://www.youtube.com/watch?v=a0sGT7_aZdI,https://archive.org/details/youtube-a0sGT7_aZdI
Yo4jlDTDDrI,These Are my People:The Rebel Flag,Alexreb92,"['the', 'Confederate', 'states', 'of', 'america', 'rebel', 'flag', 'south', 'God', 'Bless', 'Dixie', 'civil', 'war', 'jefferson', 'davis', 'Robert', 'e', 'Lee', 'CSA', 'heratige', 'country', 'soul', 'rock']",2007-09-19T06:41:40Z,PT3M43S,Dedicated to the 32nd Texas Calvary and the 28th Virginia INF,204563,710,,561,,https://www.youtube.com/watch?v=Yo4jlDTDDrI,https://archive.org/details/youtube-Yo4jlDTDDrI
jrq1Gh4FUUU,Boze Pravde,ZoranIvanov,"['Cetnici', 'God', 'Baja', 'Srbija', 'Crna', 'Gora', 'Pravoslavlje', 'KOSOVO', 'orthodox', 'Orthodoxia', 'isus', 'Jesus', 'Christ', 'hristo', 'Crnogorci', 'Srbi', 'Serbia']",2007-09-19T20:34:25Z,PT3M34S,"Boze Pravde SRPSKA HIMNA STARA 100000 GODINA!!!!! POP PJEVA!!!


chetniks Cetnici serbs srbi serbia srbija yugoslavia bosnia bosna Serbian kosovo cetnik republika srpska rs rsk vojska
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears maradona liverpool
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears Hrvati Dalmacija Croatia Istra Slavonija Vukovar Zagreb dinamo torcida bbb hajduk rijeka domovinski rat oluja bljesak maestral
teroristi Republika srpska krajina serbia srbija cetnik chetnik cetnici serbs croatia bosna bosnia hrvatska ustasa balija srbi serbian yugoslavia bih cccc Chetnosong serbian eurosong Hercegovina albania kosovo screbrenica general ante gotovina arkan tudjman mladic karadzic milosevic
Dubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien
serbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna krajina kosovo cetnik chetnik srbin war Tanks army
serbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna cetnik chetnik srbin
Dubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears
eurosong Hercegovina albania kosovo screbrenica
serbia srbija cetnik chetnik cetnici serbs croatia bosnia hrvatska srbi serbian yugoslavia bih cccc mladic karadzic milosevic",155229,576,,126,,https://www.youtube.com/watch?v=jrq1Gh4FUUU,https://archive.org/details/youtube-jrq1Gh4FUUU
gtsf1aIjoao,SOUNDGARDEN Interview (1989),NeckWatcher,"['Sound', 'garden', 'chris', 'cornell']",2007-09-22T21:24:32Z,PT3M24S,Sund Garden Interview from 1989.,44452,347,,90,,https://www.youtube.com/watch?v=gtsf1aIjoao,https://archive.org/details/youtube-gtsf1aIjoao
jIbtzpP3xmw,now i know my abcs,EEdingProductions,['abcx'],2007-09-23T02:01:39Z,PT13S,i know my abcs,339748,195,,26,,https://www.youtube.com/watch?v=jIbtzpP3xmw,https://archive.org/details/youtube-jIbtzpP3xmw
rQQjtcBPgUk,Bobby Kennedy - Sound of Silence,NyTeCRaWLeRx,"['Bobby', 'Movie', 'Kennedy', 'Sound', 'Silence', 'Garfunkel', 'Simon', 'Vietnam', 'Protest', 'War', 'Iraq', 'RFK', 'Democractic', 'Primary', 'Hotel', 'Assassinated']",2007-09-23T13:27:02Z,PT4M23S,"This clip is in the movie Bobby where Bobby Kennedy wins the California primary and celebrates his victory at the hotel where he later suffered from fatal gun shots. As he concluded his speech, the song Sound of Silence comes on by Simon and Garfunkel who wrote this song as a response to, Bobby's older brother, JFK's assassination.",70592,392,,77,,https://www.youtube.com/watch?v=rQQjtcBPgUk,https://archive.org/details/youtube-rQQjtcBPgUk
SbqXn_ap-Ss,"The Templars-Frontline (Oi! The Meeting 2007 in Leipzig, Ger",fredericus79,"['oi', 'meeting', 'templars', 'skinhead', 'skin']",2007-09-23T18:06:08Z,PT3M12S,The Templars performing "Frontline" at Oi! The Meeting 2007 in Leipzig (Germany),3602,6,,0,,https://www.youtube.com/watch?v=SbqXn_ap-Ss,https://archive.org/details/youtube-SbqXn_ap-Ss
q_81nn9Jmro,The Janitors (Oi! The Meeting 2007 Leipzig),fredericus79,"['oi', 'meeting', 'janitors', 'skinhead', 'skin']",2007-09-23T19:06:08Z,PT2M35S,French oi!-band the janitors live at oi! the meeting 2007 in leipzig (germany).,3121,4,,2,,https://www.youtube.com/watch?v=q_81nn9Jmro,https://archive.org/details/youtube-q_81nn9Jmro
I9O__mD-fWQ,"The Templars (Oi! The Meeting 2007 in Leipzig, Ger",fredericus79,"['Templars', 'skin', 'skinhead', 'oi', 'meeting', '2007']",2007-09-23T19:25:23Z,PT2M59S,Templars at Oi! The Meeting 2007 in leipzig (germany).,3311,9,,3,,https://www.youtube.com/watch?v=I9O__mD-fWQ,https://archive.org/details/youtube-I9O__mD-fWQ
7pPWLTjeOtE,ABC's,odonn102,"['ABC', 'Singing']",2007-09-23T20:49:41Z,PT16S,Singing the ABC's.,730930,443,,22,,https://www.youtube.com/watch?v=7pPWLTjeOtE,https://archive.org/details/youtube-7pPWLTjeOtE
bOf9rEozJTY,TC DMAT project: the alphabet,ThaKillaSSJ,['alphabet'],2007-09-23T22:23:35Z,PT21S,This is my project for DMAT class.,293999,Not available,,Not available,,https://www.youtube.com/watch?v=bOf9rEozJTY,https://archive.org/details/youtube-bOf9rEozJTY
X14oTIRAPs,GLEICHLAUFSCHWANKUNG - Devotschka nimm Pflasterstein,Gleichlaufschwankung Geralf,"['gleichlaufschwankung', 'punk', 'punkrock', 'punks', 'punx', 'NDW', 'oi!', 'ostpunk', 'ostpunks', 'ostpunx']",2007-09-24T21:20:52Z,PT1M17S,GLEICHLAUFSCHWANKUNG - Musik Video Clip,79205,326,,24,,https://www.youtube.com/watch?v=-X14oTIRAPs,https://archive.org/details/youtube--X14oTIRAPs
oxw6AsQLLuo,Musica Alternativa-Decima Balder-Pannonia 476 a.D(Atreju'07),DecimaBalder,"['Musica', 'Alternativa', 'Rock', 'Identitario', 'Nazionalista', 'Decima', 'Balder', 'Pannonia', 'Atreju', 'Azione', 'Giovani']",2007-09-25T12:34:20Z,PT4M57S,"Nuova canzone del gruppo, la prima originale con la nuova formazione, dal Vivo alla festa nazionale di Azione Giovani
Formazione recuperata all'ultimo momento, infatti desidero ringraziare di cuore
il grande Federico degli Aurora per averci fatto da batterista.
X il resto che dire..Portate pazienza, stavolta manco ci sentivamo ed inoltre avevo tosse e mal di gola.. prima o poi riusciremo a suonare bene!! ;)
Il video è stato girato con un telefonino quindi c'è qualche limitazione alla qualità dell'audio, mentre il video direi che è carino..

P.S. Cercheremmo Chitarrista/Voce in Zona Veneto e Dintorni!!

info, domande, richieste, insulti etc decimabalder@hotmail.it",2119,10,,4,,https://www.youtube.com/watch?v=oxw6AsQLLuo,https://archive.org/details/youtube-oxw6AsQLLuo
9_5dOJQP_fk,Sugar Pie Desanto,PINAC News,"['Sugar', 'Pie', 'Desanto', 'blues', 'san', 'francisco', 'magic', 'city', 'media', 'carlos', 'miller']",2007-09-25T18:48:26Z,PT9M40S,"Sugar Pie Desanto, a popular R & B singer from the 1950s and 1960s, proves she has not lost a step as she performs at a live street concert in San Francisco on August 7th, 2007.",88774,453,,56,,https://www.youtube.com/watch?v=9_5dOJQP_fk,https://archive.org/details/youtube-9_5dOJQP_fk
6lmjFBZzYvI,FIERJ TV 1.259 - Comunidade na TV - Kol Nidre,fierj,"['nidrei', 'ctvfierj', 'fierj', 'judaico', 'judeu', 'judaica', 'israelita', 'comunidade', 'niskier', 'roitberg']",2007-09-25T22:37:31Z,PT6M17S,23-set-07 Musical Kol Nidre completo,11566,32,,11,,https://www.youtube.com/watch?v=6lmjFBZzYvI,https://archive.org/details/youtube-6lmjFBZzYvI
KwF9U9tbXN8,Similarity Between "The Pretender" And "One Of These Things",milesp707,"['dave', 'grohl', 'pretender', 'foo', 'fighters', 'one', 'of', 'these', 'things', 'is', 'not', 'like', 'other', 'sesame', 'street', 'taylor', 'hawkins', 'miles']",2007-09-26T04:42:13Z,PT54S,A video showing the similarity between the Foo Fighters song "The Pretender" and the Sesame Street song "One Of These Things Is Not Like The Other". Also includes Dave Grohl himself noting the similarity.,44661,218,,34,,https://www.youtube.com/watch?v=KwF9U9tbXN8,https://archive.org/details/youtube-KwF9U9tbXN8
8jxvUMVoq2I,"Bobson & Awlen - Skillet, Good And Greasy",Rosa Mannen,"['Bobson', 'Awlen', '?len', 'Sjuntorp', 'Trollh?ttan', 'Progg', 'Bluegrass', 'Bob', 'Dylan', 'Singer', 'Songwriter', 'Tommy Knyckare']",2007-09-27T20:42:36Z,PT1M37S,Bobson & Awlen plays an old classic song,1519,8,,2,,https://www.youtube.com/watch?v=8jxvUMVoq2I,https://archive.org/details/youtube-8jxvUMVoq2I
guH_Vde_MaM,Bobson & Awlen - Big Rock Candy Mountain,Rosa Mannen,"['Bobson', '?len', 'Awlen', 'Trollh?ttan', 'Sjuntorp', 'Sweden', 'Progg', 'Bob', 'Dylan', 'Nostalgia', 'Folk', 'Bluegrass', 'Tommy Knyckare']",2007-09-27T20:47:35Z,PT3M14S,"Bobson & Awlen spelar en gammal klassiker. Det h?r ?r fina grejer.

.ooOO ROSA MANNEN 2007 OOoo.",1653,12,,3,,https://www.youtube.com/watch?v=guH_Vde_MaM,https://archive.org/details/youtube-guH_Vde_MaM
OzroB94awPs,GORO CRNA,ZoranIvanov,"['Cetnici', 'God', 'Baja', 'Srbija', 'Crna', 'Gora', 'Pravoslavlje', 'KOSOVO', 'orthodox', 'Orthodoxia', 'isus', 'Jesus', 'Christ', 'hristo', 'Crnogorci', 'Srbi', 'Serbia']",2007-09-28T14:51:09Z,PT3M55S,"Nije ovo montenegro vec najvece srpsko LEGLO!!!



chetniks Cetnici serbs srbi serbia srbija yugoslavia bosnia bosna Serbian kosovo cetnik republika srpska rs rsk vojska
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears maradona liverpool
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears Hrvati Dalmacija Croatia Istra Slavonija Vukovar Zagreb dinamo torcida bbb hajduk rijeka domovinski rat oluja bljesak maestral
teroristi Republika srpska krajina serbia srbija cetnik chetnik cetnici serbs croatia bosna bosnia hrvatska ustasa balija srbi serbian yugoslavia bih cccc Chetnosong serbian eurosong Hercegovina albania kosovo screbrenica general ante gotovina arkan tudjman mladic karadzic milosevic
Dubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien
serbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna krajina kosovo cetnik chetnik srbin war Tanks army
serbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna cetnik chetnik srbin
Dubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears
eurosong Hercegovina albania kosovo screbrenica
serbia srbija cetnik chetnik cetnici serbs croatia bosnia hrvatska srbi serbian yugoslavia bih cccc mladic karadzic milosevic",19833,51,,21,,https://www.youtube.com/watch?v=OzroB94awPs,https://archive.org/details/youtube-OzroB94awPs
TiRLYp80zg8,Bill Waterson - Lemon Demon at the Imagination Summit,Vicious516,"['lemon', 'demon', 'imagination', 'summit', 'tony', 'wry', 'neil', 'cicierega', 'ryan', 'murphy', 'max', 'pacheco']",2007-09-30T00:28:30Z,PT3M36S,"""Bill Waterson"" performed live at the 2007 Imagination Summit by Lemon Demon. Neil Cicierega on vocals and keyboard and Tony Wry on drums. Filmed by Ryan Murphy and Max Pacheco, edited by Ryan Murphy. Special thanks to Neil for his camera.",38624,1338,,282,,https://www.youtube.com/watch?v=TiRLYp80zg8,https://archive.org/details/youtube-TiRLYp80zg8
U-jfyfCupUA,Pride of the Frontier - Lord Carson Memorial Parade,caltonmedia,"['Loyalist', 'Flute', 'Band', 'London', 'Apprentice', 'Boys', 'Ulster', 'British', 'South', 'Armagh', 'Pride', 'Frontier', 'Unionist', 'England']",2007-09-30T08:57:31Z,PT2M24S,"Pride of the Frontier from South Armagh playing in Loyal London. The band are playing at the end of the annual Lord Carson memorial parade by the Apprentice Boys of Derry. This is held in September and remembers the signing of the Ulster Covenant.

Thanks to all our Loyalist friends and supporters in London, and England.

Next year, make sure your band and Apprentice Boys club join the London brethren on this excellent parade.

September 2008 will be bigger and better.",5570,15,,1,,https://www.youtube.com/watch?v=U-jfyfCupUA,https://archive.org/details/youtube-U-jfyfCupUA
hPmv8HDEFDs,London Loyal - Lord Carson ABoD Memorial Parade,caltonmedia,"['London', 'Carson', 'Apprentice', 'Boys', 'Loyalists', 'Hendon', 'Loyal', 'Millwall', 'True', 'Blues', 'Parade', 'Flute', 'Band', 'Music', 'England', 'English']",2007-09-30T13:58:48Z,PT9M14S,"Part 3 of footage from the annual Lord Carson Apprentice Boys of Derry parade through central London.

Music provided by Corby Loyalists, as we walk Whitehall, Parliament Square, and Victoria Embankment.

With thanks to the Loyalist people of London. Thanks also to Hendon Loyal for having the flag out. The support is appreciated.

Hoist the Crimson.

No Surrender!",4303,15,,1,,https://www.youtube.com/watch?v=hPmv8HDEFDs,https://archive.org/details/youtube-hPmv8HDEFDs
_RZ39uCA1v4,St541,De nachtzuster onderzoekt,['St541'],2007-10-01T09:08:22Z,PT1M5S,St541,60,0,,0,,https://www.youtube.com/watch?v=_RZ39uCA1v4,https://archive.org/details/youtube-_RZ39uCA1v4
9v8lJtvxhRY,St542,De nachtzuster onderzoekt,['St542'],2007-10-01T09:08:34Z,PT1M12S,St542,99,0,,0,,https://www.youtube.com/watch?v=9v8lJtvxhRY,https://archive.org/details/youtube-9v8lJtvxhRY
yE2IwB5UUig,Tiesto EOL,De nachtzuster onderzoekt,"['Tiesto', 'EOL']",2007-10-01T11:35:36Z,PT1M55S,Tiesto EOL,71,0,,0,,https://www.youtube.com/watch?v=yE2IwB5UUig,https://archive.org/details/youtube-yE2IwB5UUig
ujETrYHfM8E,Tiesto EOL,De nachtzuster onderzoekt,"['Tiesto', 'EOL']",2007-10-01T11:36:20Z,PT1M19S,Tiesto EOL,117,0,,0,,https://www.youtube.com/watch?v=ujETrYHfM8E,https://archive.org/details/youtube-ujETrYHfM8E
uwAENZrbK-M,Djurisicu mlad majore,SrpskiGuslar,"['Gusle', 'Guslar', 'srbin', 'srpski', 'pjesma', 'pesma', 'Cetnik', 'Cetnicke', 'Djurisic', 'Draza', 'Crna', 'Montenegro', 'Srbija']",2007-10-02T00:00:00Z,PT2M6S,Cetnicke pjesme uz Gusle\r\n\r\n\r\nchetniks Cetnici serbs srbi serbia srbija yugoslavia bosnia bosna Serbian kosovo cetnik republika srpska rs rsk vojska\r\nserbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc\r\nSrbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy\r\ndance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears maradona liverpool\r\nserbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc\r\nSrbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy\r\ndance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears Hrvati Dalmacija Croatia Istra Slavonija Vukovar Zagreb dinamo torcida bbb hajduk rijeka domovinski rat oluja bljesak maestral\r\nteroristi Republika srpska krajina serbia srbija cetnik chetnik cetnici serbs croatia bosna bosnia hrvatska ustasa balija srbi serbian yugoslavia bih cccc Chetnosong serbian eurosong Hercegovina albania kosovo screbrenica general ante gotovina arkan tudjman mladic karadzic milosevic\r\nDubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro\r\nserbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien\r\nserbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna krajina kosovo cetnik chetnik srbin war Tanks army\r\nserbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna cetnik chetnik srbin\r\nDubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro\r\nserbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc\r\nSrbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy\r\ndance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears\r\neurosong Hercegovina albania kosovo screbrenica\r\nserbia srbija cetnik chetnik cetnici serbs croatia bosnia hrvatska srbi serbian yugoslavia bih cccc mladic karadzic milosevic,247033,490,,104,,https://www.youtube.com/watch?v=uwAENZrbK-M,https://archive.org/details/youtube-uwAENZrbK-M
iG_3v-_FVD8,Derikonja sa vucje luke,SrpskiGuslar,"['Gusle', 'Guslar', 'srbin', 'srpski', 'pjesma', 'pesma', 'Cetnik', 'Cetnicke', 'Djurisic', 'Draza', 'Crna', 'Montenegro', 'Srbija']",2007-10-02T09:22:37Z,PT2M47S,"Cetnicke uz GUSLE


chetniks Cetnici serbs srbi serbia srbija yugoslavia bosnia bosna Serbian kosovo cetnik republika srpska rs rsk vojska
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears maradona liverpool
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears Hrvati Dalmacija Croatia Istra Slavonija Vukovar Zagreb dinamo torcida bbb hajduk rijeka domovinski rat oluja bljesak maestral
teroristi Republika srpska krajina serbia srbija cetnik chetnik cetnici serbs croatia bosna bosnia hrvatska ustasa balija srbi serbian yugoslavia bih cccc Chetnosong serbian eurosong Hercegovina albania kosovo screbrenica general ante gotovina arkan tudjman mladic karadzic milosevic
Dubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien
serbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna krajina kosovo cetnik chetnik srbin war Tanks army
serbian serbien chetniks cetnici serbs srbi serbia srbija yugoslavia bosnia bosna cetnik chetnik srbin
Dubrovnik kosovo bih kosova shqiperia albania uck kla macedonia makedonija skopje greece hellas greek makedonia vmro
serbia srbija srbi srbin serb serbs cetnik chetnik cetnici chetniks serbian beograd belgrade srpski srpska serbien cccc
Srbija srpske zene cure serbia girls women balkan kosovo je srbija muzika song music igra folk sexy
dance bosnia italy spain russia poland czech republic belorus slovakia slovenia croatia hrvatska ukraine hungary romania moldova estonia germany france greece portugal england scotland ireland north ireland norway sweden finland europe union belgium holland netherlands ljudi people britney spears
eurosong Hercegovina albania kosovo screbrenica
serbia srbija cetnik chetnik cetnici serbs croatia bosnia hrvatska srbi serbian yugoslavia bih cccc mladic karadzic milosevic",125762,743,,88,,https://www.youtube.com/watch?v=iG_3v-_FVD8,https://archive.org/details/youtube-iG_3v-_FVD8
